"","Message","Type","Likes","Comments","Reactions","Date","Time"
"549","“If you believe in a genuinely United Kingdom, it's really important that we have an equal democracy across our country too.”

Jim McMahon for Oldham West & Royton wants to change the law to give 16 and 17 year olds the right to vote in elections.  #VotesAt16

Watch MPs debate his Private Members’ Bill, the Representation of the People (Young People’s Enfranchisement and Education) Bill: https://goo.gl/1Zf5hu","video",13,8,19,2017-11-03,"13:09"
"550","What aspects of UK Government policy are not working, or could be made to work better, in and for Scotland?

The Scottish Affairs Committee is holding a public meeting in Inverness on Monday 20 November, to crowdsource ideas on what issues they should address in future inquiries.

Register to attend here: http://bit.ly/2zb9EJF
Learn more about the inquiry at: http://bit.ly/2xQJ3RU","video",4,1,4,2017-11-03,"13:10"
"551","How has HMRC performed in the past year?

The Public Accounts Committee is questioning representatives from HMRC today at 3.30pm. They will ask the Department about customer service, digitising the tax system and the challenges of Brexit.

You can tune in to the session at: http://bit.ly/2hBdxhh","video",7,0,7,2017-11-06,"12:00"
"552","It has been estimated that 1 in 10 school aged children and young people suffer from a diagnosable mental health disorder. More than 103,000 people signed an e-petition to make mental health education compulsory in primary and secondary schools.

MPs are now debating the petition in Westminster Hall. Watch here: goo.gl/7vE2FG","link",30,2,30,2017-11-06,"16:33"
"553","How will HMRC respond to the Paradise Papers leak?

The Public Accounts Committee asked HMRC what information and time scale they would need to pursue an investigation into offshore tax evasion.

You can watch the session in full: http://bit.ly/2hBdxhh","video",21,6,23,2017-11-06,"17:40"
"554","How will Brexit affect our national infrastructure?

The Treasury Committee is questioning representatives from the National Infrastructure Commission today. As well as Brexit, they are asking about the structure and priorities of the Commission itself.

You can watch the session at: http://bit.ly/2lSRHu2","video",8,2,12,2017-11-07,"08:00"
"555",NA,"video",9,1,11,2017-11-07,"12:20"
"556","""We all know from our experience of casework how devastating it can be for a family to be placed some distance from their home, or to be placed in temporary accommodation of a very poor standard for a long period of time.""

MPs will shortly debate temporary accommodation in the Commons Chamber. Watch Siobhain McDonagh, MP for Mitcham and Morden, put her case for holding this debate to the Backbench Business Committee, a group of backbench MPs who decide what subjects should be debated on certain days.","video",15,3,16,2017-11-07,"15:13"
"557","Should mental health education form a part of primary and secondary education?

The Petitions Committee debated this issue on Monday following an e-petition signed by over 100,000 people. 

You can catch up on the debate here: http://bit.ly/2j7gVEc","video",20,2,24,2017-11-07,"17:02"
"558","Take a tour of the Houses of Parliament this autumn and step inside the Commons Chamber and the Lords Chamber to find out how the UK Parliament functions today. Discover art and architecture spanning almost 1,000 years and emulate the many historic figures who have walked through medieval Westminster Hall.

Available every Saturday and on weekdays during the Christmas recess; Tuesday to Friday between 22 December and 5 January (except 26 December). Why not combine a tour with stylish afternoon tea with superb views over the Thames.

For more information, including how to book, please visit http://www.parliament.uk/visit.","photo",26,1,26,2017-11-07,"19:44"
"559",NA,"link",16,2,17,2017-11-08,"11:32"
"560","What are your views on the effectiveness of the Scotland Office? What could it do better?

The Scottish Affairs Committee is holding a public meeting in Selkirk on Monday 20 November, to crowdsource ideas on what issues they should address in future inquiries.

Register to attend here: https://goo.gl/Ck5Hup
Find out more about the inquiry at: http://bit.ly/2xQJ3RU","video",9,1,10,2017-11-08,"17:00"
"561","10 things you probably didn’t know about being a Hansard reporter","status",29,3,33,2017-11-10,"09:03"
"562",NA,"video",57,5,58,2017-11-10,"11:22"
"563","The Education Committee heard from young people with experience of foster care this week.

Watch the full sessionon Parliament TV: https://goo.gl/fdYk76

Find out more about the Committee's inquiry into fostering on our website: https://goo.gl/iorTTR","video",14,2,14,2017-11-10,"12:00"
"564",NA,"video",21,1,24,2017-11-10,"13:42"
"565",NA,"video",55,2,61,2017-11-10,"14:08"
"566",NA,"photo",15,0,15,2017-11-13,"11:44"
"567","What is the impact of new community transport permits on community and commercial transport operators?

The Transport Committee held an online forum and heard from the public on this issue. Today, they are hearing from community and commercial transport operators.

You can tune in from 4.45pm today at: https://goo.gl/p2aPdc","video",8,0,9,2017-11-13,"16:00"
"568","MPs are debating the Northern Ireland Budget Bill. Find out what this Bill is, and why it's being debated in the House of Commons.

Watch the full debate on the bill here: https://goo.gl/uChrQG","video",11,3,11,2017-11-13,"17:33"
"569","Under current plans, the UK is set to leave the European single market and the customs union in March 2019. 

It would be catastrophic if the HMRC's new customs system, the Customs Declaration Service, is not ready in time and if there is no viable fall-back option, a Public Accounts Committee report has found.","link",14,5,18,2017-11-14,"11:35"
"570","How will Brexit impact the UK car industry? The Business, Energy and Industrial Strategy Committee are asking industry leaders. 
Watch live at 2pm: https://goo.gl/YMRqA9","video",12,0,12,2017-11-14,"12:05"
"571","The European Union (Withdrawal) Bill is being debated in a Committee of the whole House.","video",21,1,21,2017-11-14,"14:59"
"572","What are the impacts of algorithms on decision making?

The Science and Technology Committee asked industry leaders and academics how they think the Government can ensure the public is protected from the increasing use of algorithms across private and public services. 

Catch up on the session at https://goo.gl/EfBPB3","video",10,1,10,2017-11-15,"08:00"
"573",NA,"video",15,0,15,2017-11-15,"10:24"
"574","How will leaving the EU affect the land border between the UK and the Republic of Ireland?

Today the Northern Ireland Affairs Committee heard from Fabian Picardo, Chief Minister of Gibraltar, on the Brexit border. Tune into the session here: https://goo.gl/szT2Bk","video",19,4,24,2017-11-15,"12:00"
"575","Today at Prime Minister's Questions, Theresa May answered questions on crime levels and police funding, retrofitting sprinklers in high-rise buildings, Universal Credit and more.

Watch the full exchange below:","video",38,9,42,2017-11-15,"16:03"
"576","How has loneliness affected your community? Do you think everybody has a role to play in tackling loneliness?
 
Rachel Reeves is leading a Westminster Hall debate on the effect of loneliness on local communities https://goo.gl/qAWkc1","video",17,2,17,2017-11-15,"16:41"
"577","MPs are debating Universal Credit. Earlier this week, Frank Field MP asked the Secretary of State for Work and Pensions about the effectiveness of the roll-out of Universal Credit.

https://goo.gl/K5rrKK","video",16,2,16,2017-11-16,"13:30"
"578","How are older people affected by housing issues?
The Communities and Local Government Committee have launched a web forum asking to hear about your experiences. Follow the link for more information and to take part: https://goo.gl/ewGXDk","video",20,2,20,2017-11-16,"17:00"
"579",NA,"photo",8,3,8,2017-11-16,"17:24"
"580","How does it feel to be a Member of Youth Parliament and represent young people from your local area? #ukyphoc #UKPW17","video",18,2,21,2017-11-17,"10:09"
"581","The Chancellor will present his Budget speech to the House of Commons on Wednesday 22 November. Find out more about what happens with the Budget in Parliament https://goo.gl/sQhJUD","video",10,0,12,2017-11-20,"18:15"
"582","Today the Business, Energy and Industrial Strategy Select Committee are hearing from industry leaders on the implications of Brexit on the aerospace industry.

Watch the session live from 10.00am: goo.gl/17foy8","video",8,1,10,2017-11-21,"08:00"
"583","The Budget will be announced tomorrow at 12.30pm. How does Parliament check the Budget is fair and how does it get through Parliament?","video",14,0,15,2017-11-21,"16:16"
"584","Autumn Budget 2017: What’s the background?","status",17,1,17,2017-11-21,"17:51"
"585","What is the potential impact of the Government's recently published Clean Growth Strategy?

The Business, Energy, and Industrial Strategy Select Committee are hearing from a range of energy and climate experts on the Government's plans and the UK's participation in the recent COP23 climate change negotiations.

Watch live from 9.30am: goo.gl/S4wdbV
For more information on the Clean Growth Strategy visit our website: goo.gl/nZepss","video",11,0,11,2017-11-22,"08:00"
"586","John Lamont MP is calling on BT, Digital Scotland and the Government to do more to improve broadband services in his constituency and across Scotland. 
 
Watch MPs debate the roll-out of broadband to rural communities in Scotland goo.gl/mK8UCC.","video",11,2,12,2017-11-22,"09:38"
"587",NA,"video",54,2,56,2017-11-22,"10:13"
"588","In today's Prime Minister's Questions, Theresa May answered questions on Brexit, Universal Credit and workers rights.

Watch PMQs now to find out what else was asked:","video",49,11,58,2017-11-22,"15:21"
"589","The Chancellor, Philip Hammond, announced changes to Stamp Duty, the National Living Wage and personal tax allowance in the Budget.","video",39,4,46,2017-11-22,"17:26"
"590","What is the impact of Personal Independence Payment and Employment Support Allowance assessments on claimants?

The Work and Pensions Committee heard from claimants and welfare advisers with first-hand experience of the system. Watch the session here: goo.gl/jtmd4i","video",19,1,25,2017-11-22,"17:41"
"591","Thangam Debbonaire MP for Bristol West started off this week’s #PMQs with a question on drugs policy, an issue that was highlighted this week in the documentary ‘Drugsland’ which was filmed in her constituency. 

See from behind the scenes why she wanted to raise this issue and what she thought of the Prime Minister's response.","video",9,3,9,2017-11-22,"18:00"
"592","Why are four committees joining together for an inquiry into air quality in the UK? We asked four MP's why their committees are involved in the inquiry. 

Today they're hearing from the Mayor of London, Medical Research Council, European Environment Agency, Local Government Association and ClientEarth on this issue.

Watch live from 9.45am at: goo.gl/XjNBcG","video",10,2,11,2017-11-23,"08:00"
"593","What is the potential impact of the Government's Clean Air Fund?

Four House of Commons committees took evidence today for their joint inquiry into air quality. The Mayor of London, Sadiq Khan, told MPs that the Clean Air Fund will not be available to promote better air quality in London, despite the city having 40% of Britain's most polluting roads.

Watch the full session at: goo.gl/XjNBcG","video",23,2,25,2017-11-23,"17:01"
"594","How can UK overseas aid for education be more effective?

This week the International Development Committee launched their report on the Department for International Development's work on education. The Committee Chair, Stephen Twigg MP, visited a school to talk to children there about how education can ensure no child is left behind.

Read the report here: https://goo.gl/aBMXsm","video",10,4,11,2017-11-24,"16:00"
"595","What is the impact of new community transport permits on community and commercial transport operators?

The Transport Committee held an online forum and heard from the public on this issue. Today, they are hearing from representatives from the Department of Transport, local government and transport authorities.

Watch the session from 4.45pm at: http://bit.ly/2jj9t52","video",6,0,6,2017-11-27,"08:00"
"596","Should tuition fees in England return to £3,000 a year? More than 164,000 people signed a petition saying that they should. MPs are now debating it in Westminster Hall.

Watch the whole debate here: goo.gl/8h4wjb","photo",136,25,151,2017-11-27,"16:34"
"597","How will housing be affected by the Chancellor's Autumn Budget?

On Wednesday, the Chancellor of the Exchequer published his 2017 Autumn Budget. As part of the Treasury Committee's scrutiny of the Budget, they are holding six evidence sessions over the next two weeks. The first session will look at how the Budget will affect housing in the UK.

You can watch the session from 9.15 am at: http://bit.ly/2A9MOSW
Keep up with the inquiry on the Committee website: http://bit.ly/2AesIF8","video",13,4,16,2017-11-28,"08:00"
"598","Dr Elsie Inglis set up field hospitals during World War One to help tens of thousands of injured soldiers. Ian Murray for Edinburgh South is leading a Westminster Hall debate to commemorate the contribution that she and other women made to the war, as well as to mark the centenary of her death. 

Watch the debate https://goo.gl/Ei9LBC","video",13,3,14,2017-11-28,"09:33"
"599","What are F-gases and what impact do they have as a greenhouse gas on our planet?

The Environmental Audit Committee have their first hearing on the UK's progress to meeting F-gas reduction targets today.

Watch the session here: goo.gl/647a8T 
Visit their website for more information: goo.gl/pbecwX","video",9,1,9,2017-11-28,"12:00"
"600","The Budget 2017: What Happens Next?","status",12,2,12,2017-11-28,"18:51"
"601",NA,"video",9,1,9,2017-11-28,"19:29"
"602","Today MPs are debating two motions chosen by the Scottish National Party (SNP). Here's the SNP's Westminster Leader Ian Blackford MP opening the first of these debates on women affected by state pension increases. The second will be on the rights of EU nationals living in the UK.

You can watch both debates on Parliament TV: goo.gl/xkh3DK","video",11,1,14,2017-11-29,"15:37"
"603","The Prime Minister is abroad today, so First Secretary of State Damian Green took her place for Prime Minister's Questions. Watch him answer MPs' questions:","video",45,8,53,2017-11-29,"16:19"
"604","What is the impact of poor air quality and is the Government doing enough to improve it?

Watch the final hearing of the super inquiry by four committees: Environmental, Food and Rural Affairs, Environmental Audit, Health, and Transport. Tune in live from 9.45am: goo.gl/EBPmoz","video",6,0,6,2017-11-30,"08:00"
"605","Are you a former or serving member of the Royal Navy or Royal Marines?

We want your views on the future of the Royal Marines and the UK’s amphibious capability.

A new inquiry has just been launched by the House of Commons Defence Committee and they want to know your thoughts.

Take part in the web forum: goo.gl/3zw6fY

Unconfirmed reports have suggested that significant changes to the structure of the Royal Marines and UK amphibious forces are being considered as part of a new National Security Capability Review. These changes are said to include the consideration of substantial reductions in the strength of the Royal Marines and the possible deletion of the Royal Navy’s Albion class ships.

For more information visit the Defence Committee's website: goo.gl/cSUs8x","photo",7,2,9,2017-11-30,"12:00"
"606","Eddie Hughes MP is proposing a new law that would make carbon monoxide alarms mandatory in new-build properties and both private and social rented properties. It would also require the fire service to educate the public about the dangers of the gas that you cannot see, smell or taste – know as the ‘silent killer’. Carbon monoxide poisoning can be fatal and poisons thousands of people every year.

Do you agree with these suggestions? What else do you think could be done? Comment with your views below.","photo",43,13,43,2017-11-30,"15:00"
"607","The current review of Parliamentary constituencies would take the number of MPs from 650 to 600. Afzal Khan MP has introduced a new Bill that would keep the number at 650.

Watch MPs debate the Parliamentary Constituencies (Amendment) Bill https://goo.gl/E34GXn","video",23,5,26,2017-12-01,"09:50"
"608","Maria Caulfield MP wants to change the law to block mobile phone signals around prisons. 

Watch MPs debate her Private Members’ Bill, the Prisons (Interference with Wireless Telegraphy) Bill: goo.gl/V5isRh","video",20,1,21,2017-12-01,"13:20"
"609","Should the cap on public sector pay be scrapped? More than 147,000 have signed a petition to say that it should be. MPs are now debating this petition in Westminster Hall. 

Watch the whole debate: goo.gl/dK11sY","photo",37,7,37,2017-12-04,"16:54"
"610","In today's Prime Minister's Questions, Theresa May answered questions on Brexit, Universal Credit and Israel.

Watch PMQs now to find out what else was asked:","video",37,9,39,2017-12-06,"16:40"
"611","Today, Philip Hammond MP, Chancellor of the Exchequer, announced the date of the Spring Statement to the Treasury Committee.

The Committee were questioning the Chancellor as part of their scrutiny of the Autumn Budget 2017.

You watch the session at: http://bit.ly/2B7Zpra","video",10,4,12,2017-12-06,"17:10"
"612","Ruth George MP for High Peak kicked off PMQs this week with a question on funding for nurseries. Find out why she raised this issue and what she thought of the Prime Minister’s response.","video",15,2,17,2017-12-06,"19:28"
"613","The Work and Pensions Committee asked medical assessment contractors ATOS, Capita and Maximus if they had ever met performance targets set by the Department for Work and Pensions for providing acceptable #PIP and #ESA medical assessment reports. 

Watch the full session at goo.gl/WUBiFg 
or visit our website for more information goo.gl/nMP5C8","video",10,4,14,2017-12-07,"12:00"
"614","Where do nitrates come from and what impact do they have on our environment?

The Environmental Audit Committee have launched an inquiry asking whether the Government is doing enough to tackle the impact of nitrates on our water supply and marine life.

Visit our website for more information: goo.gl/32fLgL","video",7,0,7,2017-12-08,"10:00"
"615","Did you know the Race Relations Acts had different stages and amendments? On this year's anniversary, we look at the development of race equality through the years. http://www.parliament.uk/yourstoryourhistory","video",10,2,11,2017-12-08,"17:27"
"616","This Human Rights Day, the Joint Committee on Human Rights asks if the UK's human rights framework protects us in practice as well as in principle. 

Find out about the Committee's inquiry into Defending Rights: https://goo.gl/BfZuT3","video",29,8,34,2017-12-10,"08:00"
"617","Is the Government funding Brexit-related projects effectively?

Today, the Public Accounts Committee are taking evidence from the Treasury, the Cabinet Office, and the Department for Exiting the European Union. They will be examining how Brexit-related projects are being funded and whether they are being delivered effectively, whatever the outcome of negotiations.

You can watch the session from 4.00pm at: http://bit.ly/2kCmrPH
Learn more about the inquiry on the Committee webpage: http://bit.ly/2zQseIl","video",4,3,5,2017-12-11,"12:00"
"618","Should the UK hold a referendum on the final deal for Brexit? Today in Westminster Hall, MPs will be debating e-petitions on holding a referendum on the final deal for the UK leaving the EU. 

Watch the debate from 4.30pm today: http://parliamentlive.tv/Event/Index/3e1dd847-9bcc-48fb-b141-5c8441b50ae9","photo",188,207,249,2017-12-11,"15:18"
"619","How are people affected by the assessments for Personal Independence Payment (PIP) and Employment Support Allowance (ESA)?

The Work and Pensions Committee are continuing their inquiry into how individuals are treated during assessments for social security claims by talking to advocacy experts.

Watch the full session here: goo.gl/Au9rXp

Or visit our website for more information: goo.gl/PUh9u5","video",21,6,28,2017-12-11,"17:30"
"620","How is the Government's Draft Gas and Electricity Bill going to affect consumers and businesses?

The Business, Energy and Industrial Strategy Committee are talking to experts, industry leaders, and advocacy groups to ask whether the Government's Draft Bill will work for everyone.

Watch live from 9.15am at: goo.gl/j8kgw8

Or visit our website for more information: goo.gl/djxnqL","video",8,2,11,2017-12-12,"08:00"
"621","Do you or a family member have a personal experience to share about later life and the workplace?

The Women and Equalities Committee has reopened its inquiry into older people and employment. Tune in to the first evidence session of the inquiry: http://bit.ly/2Azllvl","video",15,4,18,2017-12-13,"10:34"
"622","In today's Prime Minister's Questions, Theresa May was asked about Brexit, homelessness and the NHS.

Watch the PM's responses and find out what else was asked:","video",52,10,53,2017-12-13,"15:35"
"623","“A simple cup of coffee with your friend might save his life. Chatting to people can be the thing that breaks the cycle of suicidal thoughts.”

Ged Killen MP for Rutherglen & Hamilton West is leading a discussion in Westminster Hall on male suicide. Watch: http://parliamentlive.tv/event/index/3709d558-4cb4-4982-b638-5aaae640282e?in=16:01:20

If you are affected by this issue, please contact the Samaritans on 116 123 or visit https://www.samaritans.org/.","video",16,1,16,2017-12-13,"16:05"
"624","Cheryl Gillan MP started off #PMQs today by asking the Prime Minister if MPs will get a vote on the final #Brexit deal. Find out why she chose this topic and what she thought of the Prime Minister’s response.","video",8,5,11,2017-12-13,"18:00"
"625","Only a third of students believe their course offers them value for money.

The Education Committee asked Amatey Doku, Vice-President Higher Education, NUS, on his views on value for money in higher education. Watch the full session here: http://bit.ly/2yzHDr1","video",11,2,11,2017-12-15,"13:10"
"626","Do you live in Scotland? Have you ever faced inflated charges or been refused delivery once you have entered your address? 

Douglas Ross MP will be leading a Westminster Hall debate on delivery charges in Scotland and he wants to hear from you! 

Comment with your experiences below.","photo",81,103,100,2017-12-15,"16:06"
"627","Were you taught enough about the environment, climate change, food sustainability and healthy eating at school?
 
Kerry McCarthy MP will be leading a Westminster Hall debate on environmental and food system education in schools and she wants to hear from you! 
 
Comment with your experiences below.","photo",29,16,29,2017-12-15,"20:00"
